Name,Season,Tm,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg
Paul Pierce,1,WAS,,23.0,23.0,627.0,8.3,18.7,0.441,5.8,7.0,0.826,1.8,7.1,8.9,4.6,1.2,0.8,2.3,4.7,24.8,115.0,103.0
Mike James,2001-02,MIA,PG,15.0,0.0,119.0,6.9,19.8,0.349,1.8,3.2,0.5710000000000001,0.9,5.5,6.5,8.8,2.8,0.5,6.0,7.8,19.4,86.0,99.0
Mike James,2002-03,MIA,PG,78.0,8.0,1722.0,6.9,18.6,0.373,3.3,4.5,0.732,0.8,3.9,4.7,7.8,2.0,0.2,3.4,5.6,19.3,96.0,104.0
Mike James,2003-04,TOT,PG,81.0,55.0,2196.0,6.5,15.6,0.414,2.4,3.0,0.8109999999999999,0.7,4.9,5.6,8.1,2.3,0.1,2.9,3.7,17.9,107.0,103.0
Mike James,2003-04,BOS,PG,55.0,55.0,1684.0,6.5,15.6,0.418,2.3,2.9,0.8,0.6,4.8,5.4,7.5,2.1,0.1,2.5,3.5,18.0,109.0,106.0
Mike James,2003-04,DET,PG,26.0,0.0,512.0,6.3,15.7,0.401,2.9,3.4,0.8440000000000001,0.9,5.3,6.2,10.1,2.8,0.1,4.4,4.6,17.6,101.0,96.0
Mike James,2004-05,TOT,PG,74.0,5.0,1859.0,9.5,21.5,0.441,3.1,4.2,0.752,1.0,5.0,6.0,7.5,1.9,0.2,3.0,5.0,25.0,108.0,108.0
Mike James,2004-05,MIL,PG,47.0,0.0,1167.0,9.3,20.8,0.446,3.0,4.1,0.7440000000000001,1.0,4.5,5.5,8.4,1.8,0.2,3.6,5.2,24.2,107.0,111.0
Mike James,2004-05,HOU,PG,27.0,5.0,692.0,9.8,22.7,0.433,3.3,4.3,0.764,0.9,5.8,6.7,6.1,2.0,0.2,2.0,4.7,26.3,111.0,103.0
Mike James,2005-06,TOR,PG,79.0,79.0,2925.0,10.4,22.1,0.469,5.1,6.1,0.8370000000000001,0.8,3.9,4.7,8.3,1.3,0.1,3.7,3.9,28.9,115.0,115.0
Mike James,2006-07,MIN,PG,82.0,65.0,2069.0,7.6,17.9,0.42200000000000004,3.9,4.7,0.8370000000000001,0.6,3.5,4.2,7.6,1.4,0.2,3.3,4.4,21.1,105.0,111.0
Mike James,2007-08,TOT,PG,54.0,1.0,720.0,7.5,21.4,0.348,2.9,3.5,0.813,1.0,4.1,5.1,4.4,1.6,0.1,2.7,4.1,20.1,93.0,106.0
Mike James,2007-08,HOU,PG,33.0,1.0,537.0,7.8,22.4,0.35,3.3,4.2,0.7859999999999999,1.1,4.1,5.1,5.3,1.7,0.2,2.9,4.4,21.3,94.0,105.0
Mike James,2007-08,NOH,PG,21.0,0.0,183.0,6.4,18.7,0.344,1.8,1.8,1.0,0.9,4.1,5.0,1.8,1.2,0.0,2.0,3.5,16.6,88.0,110.0
Mike James,2008-09,TOT,PG,61.0,50.0,1649.0,6.3,16.5,0.38299999999999995,2.2,2.6,0.8290000000000001,0.8,3.5,4.3,6.4,1.4,0.2,3.0,3.5,17.0,99.0,117.0
Mike James,2008-09,NOH,PG,8.0,0.0,74.0,5.9,18.5,0.32,0.7,1.5,0.5,0.7,4.4,5.2,5.9,1.5,0.0,2.2,5.2,14.8,86.0,110.0
Mike James,2008-09,WAS,PG,53.0,50.0,1575.0,6.3,16.4,0.387,2.2,2.7,0.838,0.8,3.4,4.2,6.5,1.4,0.2,3.0,3.4,17.1,99.0,117.0
Mike James,2009-10,WAS,PG,4.0,0.0,46.0,6.8,22.8,0.3,4.6,9.1,0.5,1.1,2.3,3.4,5.7,3.4,0.0,5.7,3.4,20.5,76.0,109.0
Mike James,2011-12,CHI,PG,11.0,0.0,120.0,9.0,22.0,0.408,3.1,3.6,0.875,0.9,3.6,4.5,13.0,1.8,0.9,6.3,9.0,23.8,101.0,101.0
Mike James,2012-13,DAL,PG,45.0,23.0,862.0,6.0,16.0,0.373,1.4,1.7,0.7929999999999999,0.5,3.7,4.3,8.2,1.5,0.2,3.3,5.6,16.2,97.0,110.0
Mike James,2013-14,CHI,PG,11.0,0.0,77.0,3.5,14.5,0.23800000000000002,0.0,1.4,0.0,0.0,4.8,4.8,11.7,1.4,0.0,3.5,7.6,7.6,70.0,104.0
Mike James,Career,,,595.0,286.0,14364.0,7.9,18.9,0.41700000000000004,3.3,4.1,0.802,0.8,4.1,4.9,7.6,1.7,0.1,3.3,4.4,21.6,105.0,110.0
Mike James,,,,,,,,,,,,,,,,,,,,,,,
Mike James,2,MIA,,93.0,8.0,1841.0,6.9,18.6,0.371,3.2,4.4,0.725,0.8,4.0,4.8,7.9,2.1,0.2,3.6,5.7,19.3,95.0,104.0
Mike James,1,MIN,,82.0,65.0,2069.0,7.6,17.9,0.42200000000000004,3.9,4.7,0.8370000000000001,0.6,3.5,4.2,7.6,1.4,0.2,3.3,4.4,21.1,105.0,111.0
Mike James,1,TOR,,79.0,79.0,2925.0,10.4,22.1,0.469,5.1,6.1,0.8370000000000001,0.8,3.9,4.7,8.3,1.3,0.1,3.7,3.9,28.9,115.0,115.0
Mike James,2,HOU,,60.0,6.0,1229.0,8.9,22.6,0.397,3.3,4.2,0.773,1.0,5.0,6.0,5.8,1.8,0.2,2.4,4.5,24.1,104.0,104.0
Mike James,2,WAS,,57.0,50.0,1621.0,6.3,16.6,0.38299999999999995,2.3,2.9,0.807,0.8,3.4,4.2,6.4,1.5,0.2,3.1,3.4,17.2,98.0,117.0
Mike James,1,BOS,,55.0,55.0,1684.0,6.5,15.6,0.418,2.3,2.9,0.8,0.6,4.8,5.4,7.5,2.1,0.1,2.5,3.5,18.0,109.0,106.0
Mike James,1,MIL,,47.0,0.0,1167.0,9.3,20.8,0.446,3.0,4.1,0.7440000000000001,1.0,4.5,5.5,8.4,1.8,0.2,3.6,5.2,24.2,107.0,111.0
Mike James,1,DAL,,45.0,23.0,862.0,6.0,16.0,0.373,1.4,1.7,0.7929999999999999,0.5,3.7,4.3,8.2,1.5,0.2,3.3,5.6,16.2,97.0,110.0
Mike James,2,NOH,,29.0,0.0,257.0,6.3,18.6,0.337,1.5,1.7,0.875,0.8,4.2,5.0,2.9,1.3,0.0,2.1,4.0,16.1,87.0,110.0
Mike James,1,DET,,26.0,0.0,512.0,6.3,15.7,0.401,2.9,3.4,0.8440000000000001,0.9,5.3,6.2,10.1,2.8,0.1,4.4,4.6,17.6,101.0,96.0
Mike James,2,CHI,,22.0,0.0,197.0,6.8,19.0,0.35700000000000004,1.9,2.7,0.7,0.5,4.1,4.6,12.5,1.6,0.5,5.2,8.4,17.4,92.0,102.0
Lorenzo Brown,2013-14,PHI,SG,26.0,0.0,224.0,5.6,18.6,0.302,1.9,2.8,0.6920000000000001,1.7,4.3,6.1,8.9,2.8,0.6,3.5,4.1,13.8,82.0,109.0
Lorenzo Brown,Career,,,26.0,0.0,224.0,5.6,18.6,0.302,1.9,2.8,0.6920000000000001,1.7,4.3,6.1,8.9,2.8,0.6,3.5,4.1,13.8,82.0,109.0
Kris Joseph,2012-13,TOT,SF,10.0,0.0,54.0,2.0,13.8,0.14300000000000002,4.9,7.9,0.625,1.0,5.9,6.9,1.0,3.0,0.0,2.0,3.0,8.9,57.0,104.0
Kris Joseph,2012-13,BOS,SF,6.0,0.0,24.0,4.4,24.0,0.182,6.5,8.7,0.75,2.2,8.7,10.9,2.2,0.0,0.0,4.4,4.4,15.3,59.0,107.0
Kris Joseph,2012-13,BRK,SF,4.0,0.0,30.0,0.0,5.4,0.0,3.6,7.2,0.5,0.0,3.6,3.6,0.0,5.4,0.0,0.0,1.8,3.6,53.0,102.0
Kris Joseph,Career,,,10.0,0.0,54.0,2.0,13.8,0.14300000000000002,4.9,7.9,0.625,1.0,5.9,6.9,1.0,3.0,0.0,2.0,3.0,8.9,57.0,104.0
Kris Joseph,,,,,,,,,,,,,,,,,,,,,,,
Kris Joseph,1,BOS,,6.0,0.0,24.0,4.4,24.0,0.182,6.5,8.7,0.75,2.2,8.7,10.9,2.2,0.0,0.0,4.4,4.4,15.3,59.0,107.0
Kris Joseph,1,BRK,,4.0,0.0,30.0,0.0,5.4,0.0,3.6,7.2,0.5,0.0,3.6,3.6,0.0,5.4,0.0,0.0,1.8,3.6,53.0,102.0
Hamady N'Diaye,2010-11,WAS,C,16.0,0.0,80.0,2.6,3.2,0.8,3.8,7.7,0.5,1.3,3.2,4.5,0.0,1.3,3.2,1.9,11.5,9.0,107.0,111.0
Hamady N'Diaye,2011-12,WAS,C,3.0,0.0,3.0,0.0,17.3,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0
Hamady N'Diaye,2013-14,SAC,C,14.0,0.0,74.0,2.1,6.2,0.33299999999999996,0.0,0.7,0.0,3.4,8.9,12.4,2.1,0.0,2.7,2.1,10.3,4.1,78.0,108.0
Hamady N'Diaye,Career,,,33.0,0.0,157.0,2.3,4.9,0.467,2.0,4.2,0.462,2.3,5.9,8.1,1.0,0.7,2.9,2.0,10.7,6.5,90.0,110.0
Hamady N'Diaye,,,,,,,,,,,,,,,,,,,,,,,
Hamady N'Diaye,2,WAS,,19.0,0.0,83.0,2.5,3.7,0.667,3.7,7.4,0.5,1.2,3.1,4.3,0.0,1.2,3.1,1.8,11.1,8.6,101.0,111.0
Hamady N'Diaye,1,SAC,,14.0,0.0,74.0,2.1,6.2,0.33299999999999996,0.0,0.7,0.0,3.4,8.9,12.4,2.1,0.0,2.7,2.1,10.3,4.1,78.0,108.0
Tornike Shengelia,2012-13,BRK,SF,19.0,0.0,93.0,5.8,13.4,0.435,5.2,9.3,0.563,5.2,8.1,13.4,1.7,1.7,0.6,6.4,6.4,17.4,86.0,106.0
Tornike Shengelia,2013-14,TOT,SF,26.0,0.0,154.0,4.4,9.6,0.46399999999999997,1.0,2.7,0.375,1.4,4.1,5.5,4.8,1.0,0.3,4.1,6.1,9.9,82.0,111.0
Tornike Shengelia,2013-14,BRK,SF,17.0,0.0,137.0,4.2,9.2,0.45799999999999996,1.1,3.1,0.375,1.5,3.8,5.4,4.6,0.8,0.4,4.2,6.1,9.6,81.0,112.0
Tornike Shengelia,2013-14,CHI,SF,9.0,0.0,17.0,6.3,12.5,0.5,0.0,0.0,,0.0,6.3,6.3,6.3,3.1,0.0,3.1,6.3,12.5,93.0,99.0
Tornike Shengelia,Career,,,45.0,0.0,247.0,4.9,11.0,0.451,2.6,5.2,0.5,2.8,5.6,8.4,3.7,1.3,0.4,4.9,6.2,12.7,84.0,109.0
Tornike Shengelia,,,,,,,,,,,,,,,,,,,,,,,
Tornike Shengelia,2,BRK,,36.0,0.0,230.0,4.9,10.9,0.447,2.8,5.5,0.5,3.0,5.5,8.5,3.5,1.2,0.5,5.1,6.2,12.7,84.0,110.0
Tornike Shengelia,1,CHI,,9.0,0.0,17.0,6.3,12.5,0.5,0.0,0.0,,0.0,6.3,6.3,6.3,3.1,0.0,3.1,6.3,12.5,93.0,99.0
Kevin Seraphin,2010-11,WAS,PF,58.0,1.0,635.0,5.3,11.8,0.449,1.8,2.5,0.71,6.4,5.8,12.2,0.8,1.4,2.3,3.4,10.2,12.4,95.0,110.0
Kevin Seraphin,2011-12,WAS,C,57.0,21.0,1176.0,9.0,16.9,0.531,2.1,3.1,0.6709999999999999,4.5,7.8,12.4,1.5,0.8,3.4,2.9,5.9,20.0,105.0,105.0
Kevin Seraphin,2012-13,WAS,C,79.0,8.0,1721.0,10.0,21.7,0.461,1.8,2.7,0.693,3.2,7.2,10.5,1.7,0.7,1.8,3.9,6.4,21.8,89.0,104.0
Kevin Seraphin,2013-14,WAS,C,53.0,1.0,578.0,9.9,19.6,0.505,2.4,2.8,0.871,4.7,6.7,11.4,1.5,0.3,2.3,3.7,9.2,22.2,100.0,106.0
Kevin Seraphin,2014-15,WAS,C,23.0,0.0,351.0,9.5,18.0,0.528,2.3,3.7,0.64,3.5,8.3,11.8,2.9,0.1,1.8,4.1,8.6,21.3,98.0,104.0
Kevin Seraphin,Career,,,270.0,31.0,4461.0,9.0,18.4,0.488,2.0,2.8,0.706,4.3,7.2,11.5,1.6,0.7,2.3,3.6,7.3,20.0,96.0,105.0
Richard Hamilton,1999-00,WAS,SG,71.0,12.0,1373.0,9.6,22.8,0.42,3.9,5.0,0.774,1.4,3.4,4.9,4.1,1.1,0.2,3.2,5.4,24.1,98.0,111.0
Richard Hamilton,2000-01,WAS,SF,78.0,42.0,2519.0,11.2,25.7,0.43799999999999994,5.7,6.6,0.868,1.5,3.4,4.9,4.6,1.5,0.2,4.1,4.2,29.0,100.0,111.0
Richard Hamilton,2001-02,WAS,SG,63.0,57.0,2203.0,11.6,26.7,0.435,7.4,8.3,0.89,1.8,3.5,5.3,4.2,0.9,0.3,3.3,3.4,31.1,105.0,111.0
Richard Hamilton,2002-03,DET,SG,82.0,82.0,2640.0,11.9,26.9,0.44299999999999995,9.2,11.1,0.833,1.8,4.8,6.7,4.4,1.3,0.3,4.2,5.2,33.8,104.0,103.0
Richard Hamilton,2003-04,DET,SG,78.0,78.0,2772.0,10.4,23.0,0.455,5.9,6.7,0.868,1.5,4.0,5.5,6.1,2.0,0.3,4.1,4.4,27.1,103.0,99.0
Richard Hamilton,2004-05,DET,SG,76.0,76.0,2926.0,9.6,21.8,0.44,6.9,8.1,0.858,1.4,4.2,5.6,7.0,1.4,0.2,4.1,4.4,26.8,106.0,105.0
Richard Hamilton,2005-06 ★,DET,SG,80.0,80.0,2825.0,12.7,25.9,0.491,5.0,5.9,0.845,1.6,3.4,5.0,5.4,1.0,0.3,3.4,4.1,31.5,109.0,108.0
Richard Hamilton,2006-07 ★,DET,SG,75.0,75.0,2763.0,10.9,23.3,0.46799999999999997,6.9,8.0,0.861,1.5,4.1,5.6,5.7,1.2,0.3,3.2,4.6,29.6,112.0,108.0
Richard Hamilton,2007-08 ★,DET,SG,72.0,72.0,2424.0,11.3,23.4,0.484,4.2,5.0,0.833,1.7,3.6,5.3,6.8,1.7,0.2,3.0,3.9,28.2,113.0,106.0
Richard Hamilton,2008-09,DET,SG,67.0,51.0,2279.0,11.3,25.3,0.447,5.4,6.4,0.848,1.1,4.0,5.0,7.2,1.0,0.1,3.2,4.3,29.7,108.0,112.0
Richard Hamilton,2009-10,DET,SG,46.0,46.0,1552.0,10.2,25.0,0.409,7.1,8.4,0.846,1.0,3.2,4.3,7.1,1.0,0.1,4.0,4.0,29.0,104.0,115.0
Richard Hamilton,2010-11,DET,SG,55.0,39.0,1498.0,10.4,24.1,0.429,5.2,6.2,0.8490000000000001,0.9,3.7,4.5,6.1,1.4,0.1,3.2,3.4,27.9,106.0,115.0
Richard Hamilton,2011-12,CHI,SG,28.0,28.0,697.0,10.8,23.9,0.452,2.2,2.9,0.784,1.5,3.6,5.1,6.5,0.9,0.1,3.8,4.3,25.2,101.0,104.0
Richard Hamilton,2012-13,CHI,SG,50.0,45.0,1088.0,10.1,23.5,0.429,3.3,3.8,0.857,0.8,3.3,4.1,5.9,1.2,0.2,4.1,4.6,24.2,94.0,107.0
Richard Hamilton,Career,,,921.0,783.0,29559.0,11.0,24.4,0.449,6.0,7.0,0.852,1.5,3.8,5.2,5.7,1.3,0.2,3.6,4.3,28.9,105.0,108.0
Richard Hamilton,,,,,,,,,,,,,,,,,,,,,,,
Richard Hamilton,9,DET,,631.0,599.0,21679.0,11.0,24.2,0.455,6.2,7.4,0.8490000000000001,1.4,3.9,5.4,6.1,1.4,0.2,3.6,4.3,29.3,107.0,107.0
Richard Hamilton,3,WAS,,212.0,111.0,6095.0,11.0,25.4,0.433,5.9,6.8,0.862,1.6,3.4,5.0,4.3,1.2,0.3,3.6,4.2,28.6,102.0,111.0
Richard Hamilton,2,CHI,,78.0,73.0,1785.0,10.4,23.6,0.43799999999999994,2.9,3.4,0.833,1.1,3.4,4.5,6.1,1.1,0.2,4.0,4.5,24.6,97.0,106.0
Khris Middleton,2012-13,DET,SG,27.0,0.0,475.0,6.9,15.7,0.44,3.0,3.6,0.8440000000000001,0.4,5.1,5.6,3.1,1.7,0.4,1.2,5.9,18.4,111.0,110.0
Khris Middleton,2013-14,MIL,SF,82.0,64.0,2460.0,8.0,18.2,0.44,2.5,2.9,0.861,1.3,5.3,6.6,3.6,1.8,0.4,2.6,5.2,21.0,105.0,113.0
Khris Middleton,2014-15,MIL,PF,24.0,7.0,560.0,7.6,17.6,0.43,3.1,3.7,0.8290000000000001,1.2,6.6,7.8,3.0,2.7,0.5,2.9,4.7,20.6,101.0,104.0
Khris Middleton,Career,,,133.0,71.0,3495.0,7.8,17.7,0.439,2.7,3.1,0.852,1.1,5.5,6.6,3.4,1.9,0.4,2.5,5.2,20.6,105.0,111.0
Khris Middleton,,,,,,,,,,,,,,,,,,,,,,,
Khris Middleton,2,MIL,,106.0,71.0,3020.0,7.9,18.1,0.43799999999999994,2.6,3.1,0.8540000000000001,1.3,5.6,6.8,3.5,1.9,0.4,2.7,5.1,21.0,105.0,111.0
Khris Middleton,1,DET,,27.0,0.0,475.0,6.9,15.7,0.44,3.0,3.6,0.8440000000000001,0.4,5.1,5.6,3.1,1.7,0.4,1.2,5.9,18.4,111.0,110.0
Solomon Hill,2013-14,IND,SF,28.0,0.0,226.0,3.9,9.2,0.425,1.4,1.6,0.857,2.1,7.3,9.4,2.8,1.1,0.5,3.0,4.4,10.8,97.0,101.0
Solomon Hill,2014-15,IND,SF,26.0,25.0,840.0,6.1,15.4,0.392,3.7,4.8,0.769,2.5,5.7,8.2,3.7,1.5,0.6,3.0,3.6,17.2,98.0,105.0
Solomon Hill,Career,,,54.0,25.0,1066.0,5.6,14.1,0.397,3.2,4.1,0.7759999999999999,2.4,6.0,8.5,3.5,1.4,0.5,3.0,3.7,15.8,98.0,104.0
Robin Lopez,2008-09,PHO,C,60.0,7.0,614.0,5.8,11.2,0.518,3.8,5.5,0.691,4.2,5.4,9.6,0.7,0.9,3.3,2.3,7.9,15.4,112.0,111.0
Robin Lopez,2009-10,PHO,C,51.0,31.0,986.0,8.7,14.9,0.588,4.5,6.4,0.7040000000000001,5.3,7.4,12.7,0.4,0.5,2.7,2.1,6.0,22.0,123.0,110.0
Robin Lopez,2010-11,PHO,C,67.0,56.0,991.0,9.2,18.3,0.501,3.8,5.1,0.74,4.2,6.9,11.1,0.4,0.9,2.3,2.5,7.3,22.2,105.0,110.0
Robin Lopez,2011-12,PHO,C,64.0,0.0,895.0,7.2,15.6,0.461,5.8,8.1,0.7140000000000001,5.2,6.9,12.1,1.2,1.0,3.5,2.5,7.4,20.2,108.0,105.0
Robin Lopez,2012-13,NOH,C,82.0,82.0,2136.0,9.7,18.3,0.534,4.1,5.3,0.778,5.7,6.0,11.7,1.6,0.8,3.2,2.8,4.2,23.6,114.0,110.0
Robin Lopez,2013-14,POR,C,82.0,82.0,2603.0,6.9,12.5,0.551,3.8,4.7,0.818,6.3,7.3,13.6,1.4,0.5,2.7,1.6,3.8,17.6,128.0,107.0
Robin Lopez,2014-15,POR,C,25.0,25.0,695.0,7.4,14.7,0.505,2.7,3.4,0.804,6.1,7.2,13.3,2.3,0.8,2.7,2.6,4.6,17.6,111.0,101.0
Robin Lopez,Career,,,431.0,283.0,8920.0,8.0,15.1,0.529,4.1,5.4,0.76,5.6,6.8,12.3,1.2,0.7,2.9,2.3,5.3,20.1,117.0,108.0
Robin Lopez,,,,,,,,,,,,,,,,,,,,,,,
Robin Lopez,4,PHO,,242.0,94.0,3486.0,7.9,15.4,0.517,4.5,6.3,0.7140000000000001,4.8,6.7,11.5,0.6,0.8,2.9,2.3,7.1,20.4,112.0,109.0
Robin Lopez,2,POR,,107.0,107.0,3298.0,7.0,13.0,0.54,3.6,4.4,0.816,6.3,7.3,13.5,1.6,0.6,2.7,1.8,4.0,17.6,124.0,106.0
Robin Lopez,1,NOH,,82.0,82.0,2136.0,9.7,18.3,0.534,4.1,5.3,0.778,5.7,6.0,11.7,1.6,0.8,3.2,2.8,4.2,23.6,114.0,110.0
Joel Anthony,2007-08,MIA,PF,24.0,1.0,498.0,3.0,6.4,0.467,3.1,5.2,0.5920000000000001,4.1,5.9,9.9,0.3,1.0,3.3,1.8,5.9,9.1,104.0,109.0
Joel Anthony,2008-09,MIA,C,65.0,28.0,1048.0,2.9,6.0,0.483,1.5,2.3,0.652,4.5,5.5,10.0,1.4,1.0,4.7,2.1,7.1,7.3,106.0,106.0
Joel Anthony,2009-10,MIA,C,80.0,16.0,1322.0,3.1,6.4,0.478,2.7,3.7,0.7170000000000001,5.0,5.1,10.1,0.5,0.8,4.4,1.8,6.4,8.8,112.0,103.0
Joel Anthony,2010-11,MIA,C,75.0,11.0,1463.0,1.9,3.6,0.535,1.7,2.6,0.644,3.8,5.8,9.6,0.9,0.4,3.4,1.3,7.0,5.5,120.0,104.0
Joel Anthony,2011-12,MIA,C,64.0,51.0,1349.0,3.3,5.9,0.5589999999999999,1.9,2.8,0.69,3.9,5.9,9.8,0.4,1.4,3.3,1.8,4.9,8.5,113.0,100.0
Joel Anthony,2012-13,MIA,C,62.0,3.0,566.0,3.3,6.4,0.515,1.6,2.6,0.607,4.2,6.5,10.8,1.2,1.2,3.9,2.1,4.6,8.1,108.0,103.0
Joel Anthony,2013-14,TOT,C,33.0,0.0,186.0,3.3,8.9,0.375,1.1,2.2,0.5,4.2,6.4,10.6,0.6,0.8,3.3,0.8,4.7,7.8,96.0,107.0
Joel Anthony,2013-14,MIA,C,12.0,0.0,37.0,2.8,8.5,0.33299999999999996,2.8,2.8,1.0,2.8,7.1,10.0,0.0,0.0,5.7,1.4,5.7,8.5,94.0,104.0
Joel Anthony,2013-14,BOS,C,21.0,0.0,149.0,3.5,9.0,0.385,0.7,2.1,0.33299999999999996,4.5,6.2,10.7,0.7,1.0,2.8,0.7,4.5,7.6,96.0,107.0
Joel Anthony,2014-15,DET,C,9.0,0.0,59.0,2.6,4.4,0.6,0.0,0.9,0.0,2.6,10.6,13.2,0.9,0.9,3.5,1.8,8.8,5.3,95.0,103.0
Joel Anthony,Career,,,412.0,110.0,6491.0,2.9,5.7,0.504,2.0,3.0,0.6579999999999999,4.2,5.8,10.0,0.7,0.9,3.8,1.7,6.1,7.7,111.0,104.0
Joel Anthony,,,,,,,,,,,,,,,,,,,,,,,
Joel Anthony,7,MIA,,382.0,110.0,6283.0,2.8,5.6,0.508,2.0,3.0,0.665,4.2,5.7,9.9,0.7,0.9,3.9,1.7,6.1,7.7,111.0,104.0
Joel Anthony,1,BOS,,21.0,0.0,149.0,3.5,9.0,0.385,0.7,2.1,0.33299999999999996,4.5,6.2,10.7,0.7,1.0,2.8,0.7,4.5,7.6,96.0,107.0
Joel Anthony,1,DET,,9.0,0.0,59.0,2.6,4.4,0.6,0.0,0.9,0.0,2.6,10.6,13.2,0.9,0.9,3.5,1.8,8.8,5.3,95.0,103.0
Jeff Withey,2013-14,NOP,C,58.0,4.0,684.0,5.3,9.8,0.535,4.0,5.6,0.7120000000000001,3.7,7.7,11.4,2.0,1.1,3.8,1.5,5.6,14.5,122.0,108.0
Jeff Withey,2014-15,NOP,C,15.0,0.0,106.0,7.3,12.2,0.6,6.8,9.8,0.7,3.9,9.8,13.7,2.4,0.5,4.4,2.0,5.9,21.5,130.0,107.0
Jeff Withey,Career,,,73.0,4.0,790.0,5.5,10.1,0.545,4.3,6.1,0.71,3.8,8.0,11.7,2.0,1.1,3.9,1.6,5.6,15.4,123.0,108.0
Kwame Brown,2001-02,WAS,PF,57.0,3.0,817.0,6.3,16.2,0.387,4.7,6.6,0.7070000000000001,4.2,9.0,13.2,2.9,1.1,1.7,2.9,7.0,17.2,96.0,105.0
Kwame Brown,2002-03,WAS,C,80.0,20.0,1773.0,6.9,15.4,0.446,4.5,6.7,0.6679999999999999,3.9,9.2,13.1,1.8,1.5,2.5,3.4,4.9,18.2,96.0,102.0
Kwame Brown,2003-04,WAS,PF,74.0,57.0,2239.0,6.7,13.7,0.489,5.3,7.8,0.6829999999999999,4.1,8.6,12.8,2.6,1.5,1.2,3.3,3.3,18.7,106.0,104.0
Kwame Brown,2004-05,WAS,PF,42.0,14.0,908.0,6.2,13.4,0.46,4.2,7.3,0.574,4.1,7.6,11.7,2.2,1.4,0.8,3.8,6.3,16.5,96.0,108.0
Kwame Brown,2005-06,LAL,C,72.0,49.0,1978.0,5.4,10.4,0.526,3.4,6.3,0.545,4.9,7.8,12.6,1.9,0.7,1.2,2.7,5.2,14.3,108.0,107.0
Kwame Brown,2006-07,LAL,C,41.0,28.0,1132.0,6.5,11.0,0.591,2.7,6.1,0.44,3.7,7.4,11.1,3.4,1.8,2.2,3.4,5.6,15.6,104.0,106.0
Kwame Brown,2007-08,TOT,C,38.0,15.0,713.0,5.1,10.0,0.507,2.8,6.9,0.408,3.6,9.7,13.3,3.2,1.6,1.6,3.6,5.8,13.0,94.0,105.0
Kwame Brown,2007-08,LAL,C,23.0,14.0,509.0,5.2,10.2,0.515,2.6,6.3,0.406,3.1,9.9,12.9,2.8,1.6,1.9,3.7,5.7,13.0,92.0,103.0
Kwame Brown,2007-08,MEM,C,15.0,1.0,204.0,4.7,9.6,0.48700000000000004,3.5,8.4,0.41200000000000003,4.9,9.1,14.1,4.2,1.5,1.0,3.5,5.9,12.8,98.0,109.0
Kwame Brown,2008-09,DET,C,58.0,30.0,999.0,5.0,9.4,0.5329999999999999,3.5,6.8,0.516,5.0,11.0,16.1,1.8,1.3,1.3,2.8,7.6,13.5,106.0,105.0
Kwame Brown,2009-10,DET,C,48.0,1.0,660.0,5.1,10.2,0.5,2.7,8.0,0.337,4.4,10.2,14.5,1.8,1.2,1.0,3.5,7.6,12.9,89.0,110.0
Kwame Brown,2010-11,CHA,C,66.0,50.0,1714.0,6.1,11.7,0.517,4.2,7.2,0.589,4.6,9.5,14.1,1.3,0.8,1.2,2.2,5.4,16.4,110.0,108.0
Kwame Brown,2011-12,GSW,C,9.0,3.0,187.0,5.8,11.1,0.525,4.2,9.5,0.441,4.4,11.4,15.8,1.1,2.2,0.0,3.9,5.8,15.8,94.0,105.0
Kwame Brown,2012-13,PHI,C,22.0,11.0,269.0,3.3,7.3,0.45899999999999996,1.4,3.7,0.368,4.5,10.0,14.5,1.8,1.2,2.0,1.6,7.3,8.0,100.0,103.0
Kwame Brown,Career,,,607.0,281.0,13389.0,6.0,12.2,0.49200000000000005,3.9,6.9,0.57,4.3,8.9,13.2,2.2,1.3,1.5,3.0,5.5,16.0,102.0,105.0
Kwame Brown,,,,,,,,,,,,,,,,,,,,,,,
Kwame Brown,4,WAS,,253.0,94.0,5737.0,6.6,14.5,0.455,4.8,7.2,0.664,4.1,8.7,12.7,2.3,1.4,1.6,3.3,4.8,18.0,100.0,104.0
Kwame Brown,3,LAL,,136.0,91.0,3619.0,5.7,10.5,0.546,3.1,6.2,0.49200000000000005,4.2,8.0,12.2,2.5,1.2,1.6,3.1,5.4,14.5,104.0,106.0
Kwame Brown,2,DET,,106.0,31.0,1659.0,5.0,9.7,0.519,3.2,7.3,0.436,4.8,10.7,15.4,1.8,1.3,1.2,3.1,7.6,13.2,98.0,107.0
Kwame Brown,1,CHA,,66.0,50.0,1714.0,6.1,11.7,0.517,4.2,7.2,0.589,4.6,9.5,14.1,1.3,0.8,1.2,2.2,5.4,16.4,110.0,108.0
Kwame Brown,1,PHI,,22.0,11.0,269.0,3.3,7.3,0.45899999999999996,1.4,3.7,0.368,4.5,10.0,14.5,1.8,1.2,2.0,1.6,7.3,8.0,100.0,103.0
